"Duplicity Check Settings Name *","Duplicity Check - Field 1","Duplicity Check - Field 2","Duplicity Check - Field 3","Duplicity Check - Field 4","Duplicity Check - Field 5","Duplicity Check - Field 6","Number Of Days Before Reapplication By Candidate","Allow candidate to apply for multiple positions - Other Sources","Allow candidate to apply for multiple positions - External Recruiter","Number Of Days Before Reapplication By Employee In IJP","Allow Employee To Apply For Multiple Positions Via IJP","Allow Super Admins, Hiring Leads And Permission Role Holders To Override Duplicity Check Settings For All Sources","Applicable To *"
"Duplicity Check",Email,"Phone Number",,,,,180,Enable,Enable,180,Enable,Enable,"All Companies"
