"Select Company","HR Policy Sign-Off Text*","HR Letter Acknowledgment Text*","Letter CTC Font Size","Letter CTC Font","Letter CTC Padding","Block HR Policy On Mobile","Created On","Updated On","Updated By"
PSI,"I confirm that I have read and understood this document completely and would like to sign off on the document","I confirm that I have read and understood this document completely and would like to acknowledge the document",14px,"arial,latoregular, sans-serif",5px,No,"03-08-2023 15:58:47","09-02-2025 18:45:47",System
