"Attendance Regularization Restriction","During fixed duration - Select Date range - From Date","During fixed duration - Select Date range - To Date","During defined days from cycle end date - Number Of Days","Auto Approve all attendance requests every month on below date","Act On All Attendance Requests Based On","Add requests for revoke in auto-approval","Include Clockin requests with other attendance requests","Enable Escalation","Enable Escalation - Escalation after Number of Days","Enable Escalation - Escalate To","Push All Requests to Admin","Make message non-mandatory for attendance-related requests","Make reason non-mandatory for attendance-related requests","Allow Employees To Request For Revoke Of Approved Attendance Requests","Allow Employees To Request For Revoke Of Approved Attendance Requests - Allow Revoke For Past Dated Attendance Requests","Reject reason mandatory for attendance-related requests","Reject Pending attendance requests via date specific cron","Reject Pending Overtime requests via date specific cron","Exclude selected days when calculating present days count, work duration totals and averages (summary reports & Employee view)","Exclude the days from being considered as present when calculating work duration and present days count - Weekly Off Days","Exclude the days from being considered as present when calculating work duration and present days count - Holiday","Exclude the days from being considered as present when calculating work duration and present days count - Leave Days","Exclude selected days when calculating Late By duration totals and averages (summary reports & Employee view)","Exclude the days selected below from being marked as present in Late Mark calculations - Weekly Off Days","Exclude the days selected below from being marked as present in Late Mark calculations - Holiday","Exclude the days selected below from being marked as present in Late Mark calculations - Leave Days","Exclude selected days when calculating Early Out duration totals and averages (summary reports & Employee view)","Exclude the days selected below from being marked as present when calculating Early By - Weekly Off Days","Exclude the days selected below from being marked as present when calculating Early By - Holiday","Exclude the days selected below from being marked as present when calculating Early By - Leave Days","First Day Of The Week For The Weekly Attendance Reason Limit","Enable Infraction Framework","Use Points System in the Infraction Calculation","Consider Weekly Off for Absconding","Consider Holiday for Absconding","Consider System deducted Leave for Absconding","Do not Consider Pending Leave for Absconding","Do not Consider Pending Request for Absconding","Enable auto-processing of attendance for adjacent days","Do Not Allow Attendance And Leave Request To Be Applied On The Same Day","Do Not Allow Attendance And Leave Request To Be Applied On The Same Day - Include Hourly Leave for the above restriction","Do Not Allow Attendance And Leave Request To Be Applied On The Same Day - Include Half Day Leave for the above restriction","Do Not Allow Attendance And Leave Request To Be Applied On The Same Day - Include Short Leave for the above restriction","Do Not Allow Attendance And Leave Request To Be Applied On The Same Day - Include Out Duty for the above restriction","Enable directionality at user level","Enable Last Punch Warning","Enable Last Punch reminder for All Employees","Enable user assignment & group company selection in attendance reason","Enable Extended Attendance Settings","Disable bulk Attendance Regularization","Send all Managers the attendance status of their reportees","Send details of reportees who have self-service enabled","Enable geofencing at the location/work area level","Merge geofencing data from location and Employee","Enable AutoFence in Geofencing","Default Tag for Check Ins Outside Geofence","Enable Attendance Purpose","Make the Attendance Purpose entry mandatory","Enable frequency to define limits for Attendance reasons","Continuous Working Days after which notification should be triggered","Exclude the following days as Working Days","Receivers for the continuous Working Days notification","Do not allow attendance requests with overlapping punches","Hide work duration information from the Employee view and transaction reports","Hide Late By duration information from the Employee view and transaction reports","Hide Early Out duration information from the Employee view and transaction reports","Enable The Half Day Rest Day And Off Day In The Flexible Shift Block","Mandate Shift, Attendance Policy, and Weekly Off selection during new Employee addition","Enable Rest Day & Off Day Provision in Weekly Off Configuration","Enable Night Shift Differential","Enable Overtime Policy To Be Selected In Shift","Add Pattern Start Date in Shift Blocks","Enable minimum time gap after Shift end time","Create System Generated Weekly Off Patterns","Enable Break Policy Configuration","Enable non-schedule days (Null Shift Configuration)","Enable Work-from-Home Provision in Shift Definition","Enable user assignment & group company selection in Weekly Off","Allow Auto-Shift assignment to compare previous and next day Shift timings","Include Absent for Lop Report","Include SA for Lop Report","LOP Report Months","LOP Report Cycle Start Date","LOP Report Date","LOP Report Send to","Use Payroll Cycle for Attendance","Use Payroll Cycle for Attendance - Pay Cycle/Attendance Cycle","Use attendance cycle for attendance page display","Enable Cycle-Based Restrictions","Select Freeze Date for Leave and Attendance","Auto refresh freeze date","Auto refresh freeze date - Assign last day of cycle before cycles","Enable Overtime Approval Reason","Enable Overtime Approval Reason - Make Overtime Approval Reason Mandatory","Show total Overtime duration details on the attendance page","Include Planned Overtime requests in pending requests on attendance page","Show Overtime Journal On Attendance Page","Enable Planned Overtime","Do not generate Overtime via system","Configure Planned Overtime at Policy level","Stop approvers from editing Overtime duration","Provide export functionality for Overtime requests","Provide Overtime approval via Import","Number of days post deactivation to consider and process Overtime","Use Employee Contractual Hours for Overtime Calculation","Enable Auto Approval of Overtime Below Duration","Enable Overtime calculations for multiple frequencies","Hide attendance policy details","Hide Overtime policy details","Hide Infraction Policy details","Sort details in the Attendance list view in ascending order by date","Show unpaid Leave-related details on the attendance page","Show Late By And Early Out Details Including Grace Time In Reports","Show Asterisk(*) For Late By And Early Out Within Grace Time","Show Request Duration While Applying For All Attendance Requests","Hide seconds for duration fields in the request form for all attendance-related requests","Show Timesheet Details on the Attendance Page","Enable attendance register option on the attendance page","Show System Deduction Leave Details In Attendance Register","Show Attendance Requests Details In Attendance Register","Show Shift Details In Attendance Register","Show Weekly Off Details In Attendance Register","Allow Access to the New UI","Show the Team vs Org widget in the overview page for Manager","Enable Fair Workweek Policy","Restrict permission role holders from accessing their own details on the schedule planner page","Disable Clockin action on mobile and show the Check In option (if Check In allowed)","Show Clockin time beside Clockin/Last Punch Button","Enable image capture (selfie) with Check In","Hide Recommendations","Hide Clockin Widget","Hide Timesheets Widget","Hide Overtime Widget","Hide Attendance Metrics","Hide Upcoming Time Off","Hide Team Status","Hide Leave Balances Widget","Hide Analysis","Hide Team Today Status","Hide Pending Timesheets","Hide Team Attendance Widget","Hide Team Overtime Widget","Hide Team Upcoming Time Off","Hide Reportee Analysis","Hide Team Insights Widget","Show facial recognition image and the enrolled image in Check In Summary and Report"
"During fixed duration","2025-12-30","2026-01-03","N.A.","","Applied On Date","No","Yes","Yes","5","Manager","No","No","No","No","N.A.","Yes","No","No","No","N.A.","N.A.","N.A.","No","N.A.","N.A.","N.A.","No","N.A.","N.A.","N.A.","Monday","No","N.A.","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","N.A.","No","N.A.","No","N.A.","Yes","No","No","","","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","","","","Yes","Pay Cycle","Yes","No","","No","N.A.","No","N.A.","No","No","No","No","N.A.","No","No","No","N.A.","2","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
