"Code","Name","Module Transaction","Description","SLA Settings For","WorkFlow Action Type","Exclude Days","Tagged Flows","Version","Created On","Update On","Status"
"SLA_WF_1","ONB Onboarding Workflow","Onboarding","","Workflow","Data Collection - Forms","","Workflows (WF_25)","1","2026-05-05","2026-05-05","Active"
