"Calibration Name*","Overall Rating (Calibration Parameters)","Overall Rating Scale","Goal Rating (Calibration Parameters)","Goal Rating Scale","Competency Rating (Calibration Parameters)","Competency Rating Scale","Promotion (Calibration Parameters)","Promotion Framework","Potential (Calibration Parameters)","Potential Framework","Choose method to publish rating - Overall Rating","Overall Rating Normalization Setting","Choose method to publish rating - Goal Rating","Goal Rating Normalization Setting","Choose method to publish rating - Competency Rating","Competency Rating Normalization Setting","Define Ideal Distribution Norm","Define ideal distribution norms - Overall Rating Scale","Define ideal distribution norms - Goal Rating Scale","Define ideal distribution norms - Competency Rating Scale","Enable N Grid Framework ","Enable lobby/group calibration ","Disable publish ratings to manager and employee ","Freeze calibration based on hierarchy for moderators ","Show n-grid ideal distribution","Designation (Standard Field) - Show in Moderation Page","Department (Standard Field) - Show in Moderation Page","Position ID (Standard Field) - Show in Moderation Page","Performance Designation (Standard Field) - Show in Moderation Page","Performance Department (Standard Field) - Show in Moderation Page","Business Unit (Standard Field) - Show in Moderation Page","Job Level (Standard Field) - Show in Moderation Page","Band (Standard Field) - Show in Moderation Page","Grade (Standard Field) - Show in Moderation Page","Last promotion date (Standard Field) - Show in Moderation Page","Manager Name and ID (Standard Field) - Show in Moderation Page","Dotted line Manager and ID (Standard Field) - Show in Moderation Page","Tenure (Standard Field) - Show in Moderation Page","Fixed CTC (Standard Field) - Show in Moderation Page","Total CTC (Standard Field) - Show in Moderation Page","Internal Compa Ratio (Standard Field) - Show in Moderation Page","Target Compa Ratio (Standard Field) - Show in Moderation Page","Self rating on Goals (Standard Field) - Show in Moderation Page","Self rating on Goals (Standard Field) - Use in Calculation","Self rating on Goals (Standard Field) - Weightage","Self rating on Competency (Standard Field) - Show in Moderation Page","Self rating on Competency (Standard Field) - Use in Calculation","Self rating on Competency (Standard Field) - Weightage","Self overall rating (Standard Field) - Show in Moderation Page","Self overall rating (Standard Field) - Use in Calculation","Self overall rating (Standard Field) - Weightage","Evaluator 1's rating on Goals (Standard Field) - Show in Moderation Page","Evaluator 1's rating on Goals (Standard Field) - Use in Calculation","Evaluator 1's rating on Goals (Standard Field) - Weightage","Evaluator 1's rating on Competency (Standard Field) - Show in Moderation Page","Evaluator 1's rating on Competency (Standard Field) - Use in Calculation","Evaluator 1's rating on Competency (Standard Field) - Weightage","Evaluator 1's overall rating (Standard Field) - Show in Moderation Page","Evaluator 1's overall rating (Standard Field) - Use in Calculation","Evaluator 1's overall rating (Standard Field) - Weightage","Evaluator 2's rating on Goals (Standard Field) - Show in Moderation Page","Evaluator 2's rating on Goals (Standard Field) - Use in Calculation","Evaluator 2's rating on Goals (Standard Field) - Weightage","Evaluator 2's rating on Competency (Standard Field) - Show in Moderation Page","Evaluator 2's rating on Competency (Standard Field) - Use in Calculation","Evaluator 2's rating on Competency (Standard Field) - Weightage","Evaluator 2's overall rating (Standard Field) - Show in Moderation Page","Evaluator 2's overall rating (Standard Field) - Use in Calculation","Evaluator 2's overall rating (Standard Field) - Weightage","Evaluator 2's Potential rating (Standard Field) - Show in Moderation Page","Evaluator 2's Potential value (Standard Field) - Show in Moderation Page","Evaluator 2's Promotion recommendation (Standard Field) - Show in Moderation Page","Reviewer's rating on Goals (Standard Field) - Show in Moderation Page","Reviewer's rating on Goals (Standard Field) - Use in Calculation","Reviewer's rating on Goals (Standard Field) - Weightage","Reviewer's rating on Competency (Standard Field) - Show in Moderation Page","Reviewer's rating on Competency (Standard Field) - Use in Calculation","Reviewer's rating on Competency (Standard Field) - Weightage","Reviewer's overall rating (Standard Field) - Show in Moderation Page","Reviewer's overall rating (Standard Field) - Use in Calculation","Reviewer's overall rating (Standard Field) - Weightage","Reviewer's Potential rating (Standard Field) - Show in Moderation Page","Reviewer's Potential value (Standard Field) - Show in Moderation Page","Reviewer's Promotion recommendation (Standard Field) - Show in Moderation Page","Group Company (Standard Field) - Show in Moderation Page","Functional Area (Standard Field) - Show in Moderation Page","Gender (Standard Field) - Show in Moderation Page","Employee Type (Standard Field) - Show in Moderation Page","Employee Subtype (Standard Field) - Show in Moderation Page","Tenure in current role (Standard Field) - Show in Moderation Page","Latest overall rating (Standard Field) - Show in Moderation Page","Latest -1 overall rating (Standard Field) - Show in Moderation Page","Latest -2 overall rating (Standard Field) - Show in Moderation Page","Last Working Day (Standard Field) - Show in Moderation Page","Total Experience (Standard Field) - Show in Moderation Page","On Notice (Standard Field) - Show in Moderation Page","On Probation (Standard Field) - Show in Moderation Page","HRBP (Standard Field) - Show in Moderation Page","HOD (Standard Field) - Show in Moderation Page","Employee Group (Custom Field) - Show in Moderation Page","Client Office Location (Custom Field) - Show in Moderation Page","Performance Appraisal Month (Custom Field) - Show in Moderation Page","Performance Appraisal Period (Custom Field) - Show in Moderation Page","Contract End Date (Custom Field) - Show in Moderation Page","Contract Status (Custom Field) - Show in Moderation Page","Work Type (Custom Field) - Show in Moderation Page","Former Project (Custom Field) - Show in Moderation Page","Created On","Updated On"
Calibration,No,,Yes," PMS Rating Scale",No,,Yes,"Promotion Framework",No,,Decimal,,Decimal,,Decimal,,No,,,,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,Yes,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,Yes,No,No,0,No,No,0,No,No,0,No,No,No,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,," 23-11-2023 12:04:13",
"Calibration New",No,,Yes," PMS Rating Scale - New",No,,Yes,"Promotion Framework",No,,Decimal,,Decimal,,Decimal,,No,,,,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,Yes,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,0,No,No,Yes,No,No,0,No,No,0,No,No,0,No,No,No,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No," 30-04-2024 10:48:40",
