Module,"Approval Flow Name","Approval Flow Code",Level1,"Select Others in Level1 Approvers","Level1 Others",Level2,"Select Others in Level2 Approvers","Level2 Others",Level3,"Select Others in Level3 Approvers","Level3 Others","Exception Level1","Select Others in Exception Level1 Approvers","Others Exception Level1","Exception Level2","Select Others in Exception Level2 Approvers","Others Exception Level2","Exception Level3","Select Others in Exception Level3 Approvers","Others Exception Level3","Leave Revoke Permission for level 1 users","Leave Revoke Permission for level 2 users","Leave Revoke Permission for level 3 users","Skip Level If No Approvers",Status,"Created On","Created By","Updated On","Updated By"
Attendance,"Comp Off Approval",APFL_1,Manager,No,,,No,,,No,,,No,,,No,,,No,,No,No,No,No,Active,"05-10-2023 15:07:16",,,
