"Allow Leave Applications For The Previous Year","Make Reason Mandatory For Leave Applications","Make Message Mandatory For Leave Applications","Make Rejection Reason Mandatory For Leave Requests","Allow Managers/Approvers To Revoke Past-Dated Approved Leave Applications (Otherwise, Only Admins Are Allowed)","Allow Managers/Approvers To Revoke System-Deducted Leave (Otherwise, Only Admins Are Allowed)","Allow Employees To Request Revocation Of Approved Leave Applications","Allow Employees To Request Revocation Of Past-Dated Approved Leave Applications","Allow Employees To Request Revocation Of System-Deducted Leave","Revoke of system deducted Leave should go to the original approval flow","Allow Leave Replacement","Allow Leave Replacement - Replace both halves separately","Allow Leave Replacement - Allow Replacing System Triggered Leave From The Leave Application Form","Allow Employees To Edit Approved Leave Applications","Enable Escalation If Requests Are Not Addressed Within SLA","Enable Escalation If Requests Are Not Addressed Within SLA - Escalation after Number of Days","Enable Escalation If Requests Are Not Addressed Within SLA - Escalate To","Always Send CC To","Approval Flow","Restrict Leave Applications","Leave Application Restriction - During fixed duration - Select Date range - From Date","Leave Application Restriction - During fixed duration - Select Date range - To Date","Leave Application Restriction - During defined days from cycle end date - Number Of Days","Display Applicable Pay Rate In Leave Request To The Employee","Disable Comp off Display And Application","Admin Settings - Configure Restrictions To Be Bypassed By Admins","Admin Settings - Configure Restrictions To Be Bypassed By Admins - Super Admin","Admin Settings - Configure Restrictions To Be Bypassed By Admins - Super Admin - List","Admin Settings - Configure Restrictions To Be Bypassed By Admins - Permission Role Holder","Admin Settings - Configure Restrictions To Be Bypassed By Admins - Permission Role Holder - List","Admin Settings - Configure Restrictions To Be Bypassed By Admins - L1 Manager","Admin Settings - Configure Restrictions To Be Bypassed By Admins - L1 Manager - List","Admin Settings - Configure Restrictions To Be Bypassed By Admins - HRBP","Admin Settings - Configure Restrictions To Be Bypassed By Admins - HRBP - List","Set Leave Encashment Application Window - From Date","Set Leave Encashment Application Window - To Date","Reject Pending Leave Requests Via Date-Specific Cron Job","Auto Approve all Leave and Optional Holiday requests every month on below date","Act On Leave Requests Based On","Add requests for revoke in auto-approval","Enable user assignment & group company selection in Leave Reasons","Define Leave Working Days Denominator","Select Leave Types That Should NOT Be Counted As Present Days","Move Optional Holiday Configuration To Leave Settings","Require Optional Holiday Policy For New Hires","Show Holiday List For Previous And Next Calendar Years","Allow Application Of Optional Holidays For Past Dates","Allow Application Of Optional Holidays For The Next Calendar Year","Enable Double Holiday Display","Allow Employees To Request Revocation Of Approved Optional Holidays","Make Message Mandatory For Optional Holiday Applications","Auto-Approve Pending Optional Holiday Requests On Deactivation","Enable Flexible Holiday Dates","Enable Flexible Holiday Dates - Allow Employee to request for Flexible Holiday date change","Enable Flexible Holiday Dates - Allow Flexible Holiday date change for past dates","Enable Flexible Holiday Dates - Make message mandatory for Flexible Holiday date change request","Enable Flexible Holiday Dates - Make reason mandatory for Flexible Holiday date change request","Enable Flexible Holiday Dates - Enable Automatic Holiday Movement","Leave Encashment Details Roster - Date Filter Based On","Actuarial Report - Target Date","Actuarial Report - Calculation Date","Consolidated Leave Balance Report - From Date","Consolidated Leave Balance Report - To Date","Consolidated Leave Balance Report - Calculation Date","Block Leave Report - Cycle Start Year for the Block Leave Summary Report","Apply Sandwich Leave Based On Intervening Weekly Off And Holidays In The Leave Policy","Auto Execute Sandwich Cron On The Below Date Each Month","Auto Execute Sandwich Cron Till The Below Date Each Month","Auto Execute Sandwich Cron For The Below Number Of Days","Apply Clubbing Rules Across Weekly Offs And Holidays","Enable Leave Rounding","Show Leave Details For All Reportees In The Calendar (For Managers)","Show Leave Details For All Department Employees In The Calendar (For HODs)","Hide My Team Leave From The Calendar","Hide Leave Type in Events section of Landing Dashboard and Calendar","Show Carry-Forward Validity Date","Show Leave balance along with carry forward validity date","Show Future Cycle Leave","Show Future Cycle Leave - Show pending Leave","Show Leave Taken Count (Excluding Continuous Leave)","Show Leave Taken Count (Excluding Continuous Leave) - Show Block Leave","Show Leave Taken Count (Excluding Continuous Leave) - Exempt Policies","Show Leave Adjustments","Show Leave Adjustments - Exempt Policies","Allow Leave Balance Adjustments On The Leave Page","Show Carry-Forward Journal","Show Balance Excluding Future Transactions","Hide Accrued so far This Year","Hide Accrued so far This Year - Exempt Policies","Hide Credited From Last Year","Hide Credited From Last Year - Exempt Policies","Hide Annual Allotment","Hide Annual Allotment - Exempt Policies","Hide Leave Policy","Reverse The Sign For Leave Adjustments Balances","Display Rounded-Off Leave Balances Based On Half-Day Leave Settings","Display Rounded-Off Leave Balances Based On Half-Day Leave Settings - Leave balance","Display Rounded-Off Leave Balances Based On Half-Day Leave Settings - Accrued balance","Display Rounded-Off Leave Balances Based On Half-Day Leave Settings - Carry forward balance","Make Leave Balance Mandatory In The Leave Policy","Show Tenure-Based Leave Expiry Date","Refresh Cycle For Displaying The Leave History Table","Hide Leave Types With Zero Transactions From Leave History","Hide Encashable Leaves In The History Table","Smart Suggestions Settings - Enable Carry-Forward Expiry Suggestions","Smart Suggestions Settings - Enable Comp off Expiry Suggestions","Enable Leave Accrual Based on Working Hours","Enable Hybrid Cycle","Enable Decision Matrix Configuration For Leave Policy","Define Levels Of Cascading During Overutilization","Enable Cascading For System-Deducted Leave During Overutilization","Allow Configuring Half-day Holidays","Allow Configuring Half-Day Optional Holidays","Enable Concurrent Leave Application","Allow Multiple Unpaid Leave Policies","Restrict own Leave encashment import for permission holders","Enable Extended Leave Settings","Enable Escalation In Extended Leave Settings","Hide Leave Encashment","Hide Auto Adjusted Leave Balance","Fetch The Report For Full Year","Leave Cycle Start Year","Calculation Period in Days","Enable Blackout Policy","Allow Revocation of Leave to be Auto-Approved","Enable Leave auto-revocation on resignation approval beyond date of Separation","Enable Holiday Pay Policy","Display Assigned Holiday Pay Policy to Employee","Enable Combined Leave Balance","Enable Combined Leave Balance - Select Leave policies for combined balance","Enable Combined Leave Balance - The max limit of usable combined Leave balance"
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","","N.A.","N.A.","No","Yes","10","Manager","","","During fixed duration","2025-12-30","2026-01-03","N.A.","No","No","Yes","Yes","Allow Past dated Leave Applications,Allow Special Leave Applications","Yes","Allow Past dated Leave Applications,Allow Special Leave Applications","No","N.A.","No","N.A.","","","No","","Applied On Date","No","No","","","No","N.A.","No","No","No","No","No","Yes","","No","N.A.","N.A.","N.A.","N.A.","N.A.","Date of request","","0","0","","","N.A.","No","N.A.","N.A.","N.A.","No","No","Yes","Yes","Yes","No","No","N.A.","No","N.A.","No","N.A.","N.A.","No","N.A.","Yes","No","","No","N.A.","No","N.A.","No","N.A.","Yes","Yes","No","N.A.","N.A.","N.A.","No","No","Calendar Wise","Yes","Yes","No","No","No","No","No","3","No","No","N.A.","No","Yes","No","No","N.A.","No","No","No","N.A.","N.A.","No","No","No","No","N.A.","No","N.A.","N.A."
